t	V	DV/V0 in %
9.39	33.1146	-8.0149
9.4	33.114	-8.01661
9.41	33.1134	-8.0183
9.42	33.1128	-8.01998
9.43	33.1122	-8.02162
9.44	33.1116	-8.02325
9.45	33.1111	-8.02483
9.46	33.1105	-8.02638
9.47	33.11	-8.02789
9.48	33.1094	-8.02935
9.49	33.1089	-8.03076
9.5	33.1084	-8.03212
9.51	33.108	-8.03342
9.52	33.1075	-8.03466
9.53	33.1071	-8.03583
9.54	33.1067	-8.03693
9.55	33.1063	-8.03797
9.56	33.106	-8.03893
9.57	33.1057	-8.03982
9.58	33.1054	-8.04063
9.59	33.1051	-8.04137
9.6	33.1049	-8.04202
9.61	33.1047	-8.0426
9.62	33.1045	-8.04309
9.63	33.1043	-8.0435
9.64	33.1042	-8.04383
9.65	33.1041	-8.04408
9.66	33.1041	-8.04424
9.67	33.104	-8.04433
9.68	33.104	-8.04433
9.69	33.1041	-8.04426
9.7	33.1041	-8.0441
9.71	33.1042	-8.04387
9.72	33.1043	-8.04357
9.73	33.1045	-8.04319
9.74	33.1046	-8.04274
9.75	33.1048	-8.04222
9.76	33.105	-8.04164
9.77	33.1052	-8.04099
9.78	33.1055	-8.04028
9.79	33.1058	-8.03951
9.8	33.1061	-8.03869
9.81	33.1064	-8.03782
9.82	33.1067	-8.0369
9.83	33.1071	-8.03593
9.84	33.1074	-8.03493
9.85	33.1078	-8.03388
9.86	33.1082	-8.03281
9.87	33.1086	-8.0317
9.88	33.109	-8.03057
9.89	33.1094	-8.02942
9.9	33.1098	-8.02826
9.91	33.1103	-8.02707
9.92	33.1107	-8.02588
9.93	33.1111	-8.02469
9.94	33.1115	-8.02349
9.95	33.112	-8.0223
9.96	33.1124	-8.02111
9.97	33.1128	-8.01993
9.98	33.1132	-8.01877
9.99	33.1137	-8.01763
10	33.1141	-8.0165
10.01	33.1145	-8.0154
10.02	33.1148	-8.01433
10.03	33.1152	-8.0133
10.04	33.1156	-8.01229
10.05	33.1159	-8.01133
10.06	33.1163	-8.0104
10.07	33.1166	-8.00952
10.08	33.1169	-8.00868
10.09	33.1172	-8.00789
10.1	33.1174	-8.00716
10.11	33.1177	-8.00647
10.12	33.1179	-8.00584
10.13	33.1181	-8.00527
10.14	33.1183	-8.00475
10.15	33.1185	-8.00429
10.16	33.1186	-8.00389
10.17	33.1187	-8.00356
10.18	33.1188	-8.00328
10.19	33.1189	-8.00307
10.2	33.119	-8.00292
10.21	33.119	-8.00283
10.22	33.119	-8.0028
10.23	33.119	-8.00284
10.24	33.1189	-8.00294
10.25	33.1189	-8.0031
10.26	33.1188	-8.00332
10.27	33.1187	-8.00359
10.28	33.1186	-8.00393
10.29	33.1184	-8.00433
10.3	33.1183	-8.00478
10.31	33.1181	-8.00528
10.32	33.1179	-8.00584
10.33	33.1177	-8.00645
10.34	33.1174	-8.0071
10.35	33.1172	-8.00781
10.36	33.1169	-8.00855
10.37	33.1166	-8.00934
10.38	33.1163	-8.01017
10.39	33.116	-8.01103
10.4	33.1157	-8.01193
10.41	33.1154	-8.01286
10.42	33.115	-8.01382
10.43	33.1147	-8.0148
10.44	33.1143	-8.01581
10.45	33.1139	-8.01683
10.46	33.1136	-8.01787
10.47	33.1132	-8.01893
10.48	33.1128	-8.02
10.49	33.1124	-8.02107
10.5	33.112	-8.02215
10.51	33.1116	-8.02323
10.52	33.1112	-8.02431
10.53	33.1109	-8.02539
10.54	33.1105	-8.02646
10.55	33.1101	-8.02752
10.56	33.1097	-8.02857
10.57	33.1093	-8.0296
10.58	33.109	-8.03061
10.59	33.1086	-8.0316
10.6	33.1083	-8.03257
10.61	33.1079	-8.03352
10.62	33.1076	-8.03444
10.63	33.1073	-8.03532
10.64	33.107	-8.03618
10.65	33.1067	-8.037
10.66	33.1064	-8.03779
10.67	33.1061	-8.03854
10.68	33.1059	-8.03925
10.69	33.1056	-8.03992
10.7	33.1054	-8.04055
10.71	33.1052	-8.04114
10.72	33.105	-8.04168
10.73	33.1048	-8.04218
10.74	33.1047	-8.04263
10.75	33.1045	-8.04304
10.76	33.1044	-8.0434
10.77	33.1043	-8.04371
10.78	33.1042	-8.04398
10.79	33.1041	-8.0442
10.8	33.104	-8.04437
10.81	33.104	-8.0445
10.82	33.104	-8.04458
10.83	33.1039	-8.04461
10.84	33.1039	-8.0446
10.85	33.104	-8.04454
10.86	33.104	-8.04445
10.87	33.1041	-8.04431
10.88	33.1041	-8.04412
10.89	33.1042	-8.0439
10.9	33.1043	-8.04364
10.91	33.1044	-8.04334
10.92	33.1045	-8.04301
10.93	33.1047	-8.04264
10.94	33.1048	-8.04224
10.95	33.105	-8.0418
10.96	33.1051	-8.04134
10.97	33.1053	-8.04085
10.98	33.1055	-8.04034
10.99	33.1057	-8.0398
11	33.1059	-8.03924
11.01	33.1061	-8.03866
11.02	33.1063	-8.03807
11.03	33.1065	-8.03746
11.04	33.1067	-8.03683
11.05	33.107	-8.0362
11.06	33.1072	-8.03555
11.07	33.1074	-8.0349
11.08	33.1077	-8.03425
11.09	33.1079	-8.03359
11.1	33.1081	-8.03293
11.11	33.1084	-8.03227
11.12	33.1086	-8.03162
11.13	33.1089	-8.03097
11.14	33.1091	-8.03033
11.15	33.1093	-8.0297
11.16	33.1095	-8.02908
11.17	33.1098	-8.02847
11.18	33.11	-8.02788
11.19	33.1102	-8.0273
11.2	33.1104	-8.02674
11.21	33.1106	-8.0262
11.22	33.1108	-8.02568
11.23	33.1109	-8.02518
11.24	33.1111	-8.0247
11.25	33.1113	-8.02425
11.26	33.1114	-8.02382
11.27	33.1116	-8.02342
11.28	33.1117	-8.02305
11.29	33.1118	-8.0227
11.3	33.1119	-8.02238
11.31	33.112	-8.02209
11.32	33.1121	-8.02183
11.33	33.1122	-8.02159
11.34	33.1123	-8.02139
11.35	33.1124	-8.02122
11.36	33.1124	-8.02107
11.37	33.1125	-8.02095
11.38	33.1125	-8.02087
11.39	33.1125	-8.02081
11.4	33.1125	-8.02078
11.41	33.1125	-8.02078
11.42	33.1125	-8.02081
11.43	33.1125	-8.02086
11.44	33.1125	-8.02094
11.45	33.1124	-8.02105
11.46	33.1124	-8.02118
11.47	33.1123	-8.02133
11.48	33.1123	-8.02151
11.49	33.1122	-8.02171
11.5	33.1121	-8.02192
11.51	33.112	-8.02216
11.52	33.1119	-8.02242
11.53	33.1118	-8.02269
11.54	33.1117	-8.02298
11.55	33.1116	-8.02328
11.56	33.1115	-8.0236
11.57	33.1114	-8.02392
11.58	33.1113	-8.02426
11.59	33.1111	-8.0246
11.6	33.111	-8.02496
11.61	33.1109	-8.02531
11.62	33.1108	-8.02567
11.63	33.1106	-8.02604
11.64	33.1105	-8.0264
11.65	33.1104	-8.02677
11.66	33.1102	-8.02713
11.67	33.1101	-8.02749
11.68	33.11	-8.02785
11.69	33.1099	-8.02819
11.7	33.1097	-8.02854
11.71	33.1096	-8.02887
11.72	33.1095	-8.02919
11.73	33.1094	-8.0295
11.74	33.1093	-8.0298
11.75	33.1092	-8.03009
11.76	33.1091	-8.03036
11.77	33.109	-8.03062
11.78	33.1089	-8.03086
11.79	33.1088	-8.03108
11.8	33.1087	-8.03128
11.81	33.1087	-8.03147
11.82	33.1086	-8.03163
11.83	33.1086	-8.03178
11.84	33.1085	-8.0319
11.85	33.1085	-8.032
11.86	33.1085	-8.03208
11.87	33.1084	-8.03214
11.88	33.1084	-8.03217
11.89	33.1084	-8.03219
11.9	33.1084	-8.03218
11.91	33.1084	-8.03214
11.92	33.1084	-8.03209
11.93	33.1085	-8.03201
11.94	33.1085	-8.03191
11.95	33.1086	-8.03178
11.96	33.1086	-8.03163
11.97	33.1087	-8.03147
11.98	33.1087	-8.03127
11.99	33.1088	-8.03106
12	33.1089	-8.03083
12.01	33.109	-8.03058
12.02	33.1091	-8.03031
12.03	33.1092	-8.03002
12.04	33.1093	-8.02971
12.05	33.1094	-8.02938
12.06	33.1095	-8.02904
12.07	33.1097	-8.02869
12.08	33.1098	-8.02832
12.09	33.1099	-8.02793
12.1	33.1101	-8.02753
12.11	33.1102	-8.02712
12.12	33.1104	-8.02671
12.13	33.1105	-8.02628
12.14	33.1107	-8.02584
12.15	33.1109	-8.0254
12.16	33.111	-8.02494
12.17	33.1112	-8.02449
12.18	33.1113	-8.02403
12.19	33.1115	-8.02357
12.2	33.1117	-8.02311
12.21	33.1118	-8.02264
12.22	33.112	-8.02218
12.23	33.1122	-8.02172
12.24	33.1123	-8.02126
12.25	33.1125	-8.02081
12.26	33.1127	-8.02036
12.27	33.1128	-8.01991
12.28	33.113	-8.01948
12.29	33.1131	-8.01905
12.3	33.1133	-8.01863
12.31	33.1134	-8.01822
12.32	33.1136	-8.01783
12.33	33.1137	-8.01744
12.34	33.1139	-8.01707
12.35	33.114	-8.01671
12.36	33.1141	-8.01636
12.37	33.1142	-8.01603
12.38	33.1143	-8.01571
12.39	33.1145	-8.01542
12.4	33.1146	-8.01513
12.41	33.1146	-8.01487
12.42	33.1147	-8.01462
12.43	33.1148	-8.01439
12.44	33.1149	-8.01417
12.45	33.115	-8.01398
12.46	33.115	-8.01381
12.47	33.1151	-8.01365
12.48	33.1151	-8.01351
12.49	33.1152	-8.01339
12.5	33.1152	-8.01329
12.51	33.1152	-8.01321
12.52	33.1153	-8.01315
12.53	33.1153	-8.01311
12.54	33.1153	-8.01308
12.55	33.1153	-8.01308
12.56	33.1153	-8.01309
12.57	33.1153	-8.01312
12.58	33.1153	-8.01317
12.59	33.1152	-8.01323
12.6	33.1152	-8.01332
12.61	33.1152	-8.01341
12.62	33.1151	-8.01353
12.63	33.1151	-8.01365
12.64	33.115	-8.01379
12.65	33.115	-8.01395
12.66	33.1149	-8.01412
12.67	33.1149	-8.0143
12.68	33.1148	-8.01449
12.69	33.1147	-8.0147
12.7	33.1146	-8.01491
12.71	33.1146	-8.01514
12.72	33.1145	-8.01537
12.73	33.1144	-8.01561
12.74	33.1143	-8.01586
12.75	33.1142	-8.01611
12.76	33.1141	-8.01637
12.77	33.114	-8.01663
12.78	33.1139	-8.0169
12.79	33.1138	-8.01717
12.8	33.1137	-8.01745
12.81	33.1136	-8.01772
12.82	33.1135	-8.018
12.83	33.1134	-8.01828
12.84	33.1133	-8.01856
12.85	33.1132	-8.01883
12.86	33.1131	-8.0191
12.87	33.113	-8.01937
12.88	33.1129	-8.01964
12.89	33.1128	-8.01991
12.9	33.1127	-8.02017
12.91	33.1126	-8.02042
12.92	33.1126	-8.02067
12.93	33.1125	-8.02091
12.94	33.1124	-8.02115
12.95	33.1123	-8.02138
12.96	33.1122	-8.0216
12.97	33.1121	-8.02181
12.98	33.1121	-8.02202
12.99	33.112	-8.02221
13	33.1119	-8.0224
13.01	33.1119	-8.02258
13.02	33.1118	-8.02275
13.03	33.1118	-8.02291
13.04	33.1117	-8.02306
13.05	33.1116	-8.0232
13.06	33.1116	-8.02334
13.07	33.1116	-8.02346
13.08	33.1115	-8.02357
13.09	33.1115	-8.02367
13.1	33.1114	-8.02377
13.11	33.1114	-8.02385
13.12	33.1114	-8.02393
13.13	33.1114	-8.02399
13.14	33.1113	-8.02405
13.15	33.1113	-8.0241
13.16	33.1113	-8.02414
13.17	33.1113	-8.02417
13.18	33.1113	-8.02419
13.19	33.1113	-8.02421
13.2	33.1113	-8.02422
13.21	33.1113	-8.02422
13.22	33.1113	-8.02422
13.23	33.1113	-8.02421
13.24	33.1113	-8.02419
13.25	33.1113	-8.02417
13.26	33.1113	-8.02415
13.27	33.1113	-8.02412
13.28	33.1113	-8.02409
13.29	33.1113	-8.02405
13.3	33.1114	-8.02401
13.31	33.1114	-8.02397
13.32	33.1114	-8.02393
13.33	33.1114	-8.02389
13.34	33.1114	-8.02385
13.35	33.1114	-8.0238
13.36	33.1114	-8.02376
13.37	33.1115	-8.02372
13.38	33.1115	-8.02368
13.39	33.1115	-8.02364
13.4	33.1115	-8.02361
13.41	33.1115	-8.02357
13.42	33.1115	-8.02354
13.43	33.1115	-8.02352
13.44	33.1115	-8.02349
13.45	33.1115	-8.02348
13.46	33.1116	-8.02346
13.47	33.1116	-8.02345
13.48	33.1116	-8.02345
13.49	33.1116	-8.02346
13.5	33.1116	-8.02347
13.51	33.1115	-8.02348
13.52	33.1115	-8.0235
13.53	33.1115	-8.02353
13.54	33.1115	-8.02357
13.55	33.1115	-8.02361
13.56	33.1115	-8.02366
13.57	33.1115	-8.02372
13.58	33.1114	-8.02379
13.59	33.1114	-8.02386
13.6	33.1114	-8.02394
13.61	33.1114	-8.02403
13.62	33.1113	-8.02412
13.63	33.1113	-8.02423
13.64	33.1112	-8.02434
13.65	33.1112	-8.02445
13.66	33.1112	-8.02458
13.67	33.1111	-8.02471
13.68	33.1111	-8.02485
13.69	33.111	-8.025
13.7	33.1109	-8.02515
13.71	33.1109	-8.0253
13.72	33.1108	-8.02547
13.73	33.1108	-8.02564
13.74	33.1107	-8.02581
13.75	33.1106	-8.02599
13.76	33.1106	-8.02618
13.77	33.1105	-8.02637
13.78	33.1104	-8.02656
13.79	33.1104	-8.02675
13.8	33.1103	-8.02695
13.81	33.1102	-8.02716
13.82	33.1102	-8.02736
13.83	33.1101	-8.02757
13.84	33.11	-8.02778
13.85	33.1099	-8.02798
13.86	33.1099	-8.02819
13.87	33.1098	-8.02841
13.88	33.1097	-8.02862
13.89	33.1096	-8.02883
13.9	33.1095	-8.02903
13.91	33.1095	-8.02924
13.92	33.1094	-8.02945
13.93	33.1093	-8.02965
13.94	33.1093	-8.02985
13.95	33.1092	-8.03005
13.96	33.1091	-8.03024
13.97	33.109	-8.03043
13.98	33.109	-8.03062
13.99	33.1089	-8.0308
14	33.1089	-8.03097
14.01	33.1088	-8.03114
14.02	33.1087	-8.03131
14.03	33.1087	-8.03147
14.04	33.1086	-8.03162
14.05	33.1086	-8.03176
14.06	33.1085	-8.0319
14.07	33.1085	-8.03203
14.08	33.1084	-8.03216
14.09	33.1084	-8.03228
14.1	33.1083	-8.03238
14.11	33.1083	-8.03249
14.12	33.1083	-8.03258
14.13	33.1082	-8.03266
14.14	33.1082	-8.03274
14.15	33.1082	-8.03281
14.16	33.1082	-8.03287
14.17	33.1082	-8.03292
14.18	33.1081	-8.03296
14.19	33.1081	-8.03299
14.2	33.1081	-8.03301
14.21	33.1081	-8.03303
14.22	33.1081	-8.03304
14.23	33.1081	-8.03303
14.24	33.1081	-8.03302
14.25	33.1081	-8.03301
14.26	33.1081	-8.03298
14.27	33.1081	-8.03294
14.28	33.1082	-8.0329
14.29	33.1082	-8.03285
14.3	33.1082	-8.03279
14.31	33.1082	-8.03272
14.32	33.1082	-8.03265
14.33	33.1083	-8.03257
14.34	33.1083	-8.03248
14.35	33.1083	-8.03238
14.36	33.1084	-8.03228
14.37	33.1084	-8.03217
14.38	33.1085	-8.03206
14.39	33.1085	-8.03194
14.4	33.1085	-8.03182
14.41	33.1086	-8.03169
14.42	33.1086	-8.03156
14.43	33.1087	-8.03142
14.44	33.1087	-8.03128
14.45	33.1088	-8.03113
14.46	33.1088	-8.03098
14.47	33.1089	-8.03083
14.48	33.109	-8.03067
14.49	33.109	-8.03052
14.5	33.1091	-8.03036
14.51	33.1091	-8.03019
14.52	33.1092	-8.03003
14.53	33.1092	-8.02987
14.54	33.1093	-8.0297
14.55	33.1094	-8.02953
14.56	33.1094	-8.02937
14.57	33.1095	-8.0292
14.58	33.1095	-8.02903
14.59	33.1096	-8.02887
14.6	33.1097	-8.0287
14.61	33.1097	-8.02854
14.62	33.1098	-8.02837
14.63	33.1098	-8.02821
14.64	33.1099	-8.02805
14.65	33.11	-8.02789
14.66	33.11	-8.02774
14.67	33.1101	-8.02758
14.68	33.1101	-8.02743
14.69	33.1102	-8.02728
14.7	33.1102	-8.02713
14.71	33.1103	-8.02699
14.72	33.1103	-8.02684
14.73	33.1104	-8.02671
14.74	33.1104	-8.02657
14.75	33.1105	-8.02644
14.76	33.1105	-8.02631
14.77	33.1106	-8.02618
14.78	33.1106	-8.02606
14.79	33.1107	-8.02594
14.8	33.1107	-8.02582
14.81	33.1107	-8.02571
14.82	33.1108	-8.0256
14.83	33.1108	-8.02549
14.84	33.1109	-8.02539
14.85	33.1109	-8.02529
14.86	33.1109	-8.02519
14.87	33.111	-8.02509
14.88	33.111	-8.025
14.89	33.111	-8.02491
14.9	33.1111	-8.02483
14.91	33.1111	-8.02474
14.92	33.1111	-8.02466
14.93	33.1112	-8.02458
14.94	33.1112	-8.02451
14.95	33.1112	-8.02443
14.96	33.1112	-8.02436
14.97	33.1113	-8.02429
14.98	33.1113	-8.02422
14.99	33.1113	-8.02416
15	33.1113	-8.02409
15.01	33.1114	-8.02403
15.02	33.1114	-8.02396
15.03	33.1114	-8.0239
15.04	33.1114	-8.02384
15.05	33.1114	-8.02378
15.06	33.1115	-8.02372
15.07	33.1115	-8.02366
15.08	33.1115	-8.0236
15.09	33.1115	-8.02354
15.1	33.1115	-8.02349
15.11	33.1116	-8.02343
15.12	33.1116	-8.02337
15.13	33.1116	-8.02331
15.14	33.1116	-8.02325
15.15	33.1117	-8.02319
15.16	33.1117	-8.02313
15.17	33.1117	-8.02306
15.18	33.1117	-8.023
15.19	33.1117	-8.02294
15.2	33.1118	-8.02287
15.21	33.1118	-8.0228
15.22	33.1118	-8.02274
15.23	33.1118	-8.02267
15.24	33.1119	-8.0226
15.25	33.1119	-8.02252
15.26	33.1119	-8.02245
15.27	33.1119	-8.02238
15.28	33.112	-8.0223
15.29	33.112	-8.02222
15.3	33.112	-8.02214
15.31	33.1121	-8.02206
15.32	33.1121	-8.02198
15.33	33.1121	-8.0219
15.34	33.1121	-8.02181
15.35	33.1122	-8.02173
15.36	33.1122	-8.02164
15.37	33.1122	-8.02155
15.38	33.1123	-8.02146
15.39	33.1123	-8.02137
15.4	33.1123	-8.02128
15.41	33.1124	-8.02119
15.42	33.1124	-8.0211
15.43	33.1124	-8.021
15.44	33.1125	-8.02091
15.45	33.1125	-8.02081
15.46	33.1125	-8.02072
15.47	33.1126	-8.02062
15.48	33.1126	-8.02053
15.49	33.1126	-8.02043
15.5	33.1127	-8.02034
15.51	33.1127	-8.02025
15.52	33.1127	-8.02015
15.53	33.1128	-8.02006
15.54	33.1128	-8.01997
15.55	33.1128	-8.01988
15.56	33.1129	-8.01979
15.57	33.1129	-8.0197
15.58	33.1129	-8.01961
15.59	33.113	-8.01953
15.6	33.113	-8.01944
15.61	33.113	-8.01936
15.62	33.1131	-8.01928
15.63	33.1131	-8.01921
15.64	33.1131	-8.01913
15.65	33.1131	-8.01906
15.66	33.1132	-8.01899
15.67	33.1132	-8.01893
15.68	33.1132	-8.01887
15.69	33.1132	-8.01881
15.7	33.1133	-8.01875
15.71	33.1133	-8.0187
15.72	33.1133	-8.01865
15.73	33.1133	-8.0186
15.74	33.1133	-8.01856
15.75	33.1133	-8.01852
15.76	33.1133	-8.01849
15.77	33.1134	-8.01846
15.78	33.1134	-8.01843
15.79	33.1134	-8.01841
15.8	33.1134	-8.01839
15.81	33.1134	-8.01837
15.82	33.1134	-8.01837
15.83	33.1134	-8.01836
15.84	33.1134	-8.01836
15.85	33.1134	-8.01836
15.86	33.1134	-8.01837
15.87	33.1134	-8.01838
15.88	33.1134	-8.0184
15.89	33.1134	-8.01842
15.9	33.1134	-8.01845
15.91	33.1133	-8.01848
15.92	33.1133	-8.01851
15.93	33.1133	-8.01855
15.94	33.1133	-8.01859
15.95	33.1133	-8.01864
15.96	33.1133	-8.01869
15.97	33.1133	-8.01875
15.98	33.1132	-8.0188
15.99	33.1132	-8.01887
16	33.1132	-8.01894
16.01	33.1132	-8.01901
16.02	33.1131	-8.01908
16.03	33.1131	-8.01916
16.04	33.1131	-8.01924
16.05	33.113	-8.01933
16.06	33.113	-8.01942
16.07	33.113	-8.01951
16.08	33.1129	-8.0196
16.09	33.1129	-8.0197
16.1	33.1129	-8.0198
16.11	33.1128	-8.0199
16.12	33.1128	-8.02001
16.13	33.1128	-8.02012
16.14	33.1127	-8.02023
16.15	33.1127	-8.02034
16.16	33.1126	-8.02046
16.17	33.1126	-8.02058
16.18	33.1126	-8.0207
16.19	33.1125	-8.02082
16.2	33.1125	-8.02094
16.21	33.1124	-8.02106
16.22	33.1124	-8.02119
16.23	33.1123	-8.02131
16.24	33.1123	-8.02144
16.25	33.1122	-8.02157
16.26	33.1122	-8.0217
16.27	33.1121	-8.02183
16.28	33.1121	-8.02196
16.29	33.112	-8.02209
16.3	33.112	-8.02222
16.31	33.112	-8.02235
16.32	33.1119	-8.02248
16.33	33.1119	-8.02261
16.34	33.1118	-8.02274
16.35	33.1118	-8.02287
16.36	33.1117	-8.023
16.37	33.1117	-8.02313
16.38	33.1116	-8.02326
16.39	33.1116	-8.02339
16.4	33.1115	-8.02352
16.41	33.1115	-8.02364
16.42	33.1114	-8.02377
16.43	33.1114	-8.02389
16.44	33.1114	-8.02402
16.45	33.1113	-8.02414
16.46	33.1113	-8.02426
16.47	33.1112	-8.02438
16.48	33.1112	-8.0245
16.49	33.1111	-8.02462
16.5	33.1111	-8.02474
16.51	33.1111	-8.02485
16.52	33.111	-8.02497
16.53	33.111	-8.02508
16.54	33.1109	-8.02519
16.55	33.1109	-8.0253
16.56	33.1109	-8.02541
16.57	33.1108	-8.02552
16.58	33.1108	-8.02562
16.59	33.1107	-8.02573
16.6	33.1107	-8.02583
16.61	33.1107	-8.02593
16.62	33.1106	-8.02603
16.63	33.1106	-8.02613
16.64	33.1106	-8.02623
16.65	33.1105	-8.02633
16.66	33.1105	-8.02642
16.67	33.1105	-8.02651
16.68	33.1104	-8.02661
16.69	33.1104	-8.0267
16.7	33.1104	-8.02678
16.71	33.1103	-8.02687
16.72	33.1103	-8.02696
16.73	33.1103	-8.02704
16.74	33.1102	-8.02713
16.75	33.1102	-8.02721
16.76	33.1102	-8.02729
16.77	33.1101	-8.02737
16.78	33.1101	-8.02745
16.79	33.1101	-8.02753
16.8	33.1101	-8.02761
16.81	33.11	-8.02768
16.82	33.11	-8.02776
16.83	33.11	-8.02783
16.84	33.11	-8.0279
16.85	33.1099	-8.02798
16.86	33.1099	-8.02805
16.87	33.1099	-8.02812
16.88	33.1099	-8.02818
16.89	33.1098	-8.02825
16.9	33.1098	-8.02832
16.91	33.1098	-8.02838
16.92	33.1098	-8.02845
16.93	33.1097	-8.02851
16.94	33.1097	-8.02857
16.95	33.1097	-8.02864
16.96	33.1097	-8.0287
16.97	33.1096	-8.02876
16.98	33.1096	-8.02881
16.99	33.1096	-8.02887
17	33.1096	-8.02893
17.01	33.1096	-8.02898
17.02	33.1095	-8.02904
17.03	33.1095	-8.02909
17.04	33.1095	-8.02914
17.05	33.1095	-8.02919
17.06	33.1095	-8.02924
17.07	33.1095	-8.02929
17.08	33.1094	-8.02934
17.09	33.1094	-8.02939
17.1	33.1094	-8.02943
17.11	33.1094	-8.02948
17.12	33.1094	-8.02952
17.13	33.1094	-8.02956
17.14	33.1093	-8.0296
17.15	33.1093	-8.02964
17.16	33.1093	-8.02967
17.17	33.1093	-8.02971
17.18	33.1093	-8.02974
17.19	33.1093	-8.02978
17.2	33.1093	-8.02981
17.21	33.1093	-8.02983
17.22	33.1093	-8.02986
17.23	33.1092	-8.02989
17.24	33.1092	-8.02991
17.25	33.1092	-8.02993
17.26	33.1092	-8.02995
17.27	33.1092	-8.02997
17.28	33.1092	-8.02998
17.29	33.1092	-8.03
17.3	33.1092	-8.03001
17.31	33.1092	-8.03002
17.32	33.1092	-8.03003
17.33	33.1092	-8.03003
17.34	33.1092	-8.03003
17.35	33.1092	-8.03003
17.36	33.1092	-8.03003
17.37	33.1092	-8.03003
17.38	33.1092	-8.03002
17.39	33.1092	-8.03001
17.4	33.1092	-8.03
17.41	33.1092	-8.02998
17.42	33.1092	-8.02997
17.43	33.1092	-8.02995
17.44	33.1092	-8.02993
17.45	33.1092	-8.0299
17.46	33.1092	-8.02987
17.47	33.1093	-8.02984
17.48	33.1093	-8.02981
17.49	33.1093	-8.02978
17.5	33.1093	-8.02974
17.51	33.1093	-8.0297
17.52	33.1093	-8.02966
17.53	33.1093	-8.02961
17.54	33.1094	-8.02956
17.55	33.1094	-8.02951
17.56	33.1094	-8.02946
17.57	33.1094	-8.0294
17.58	33.1094	-8.02935
17.59	33.1095	-8.02929
17.6	33.1095	-8.02922
17.61	33.1095	-8.02916
17.62	33.1095	-8.02909
17.63	33.1096	-8.02902
17.64	33.1096	-8.02895
17.65	33.1096	-8.02887
17.66	33.1096	-8.02879
17.67	33.1097	-8.02871
17.68	33.1097	-8.02863
17.69	33.1097	-8.02855
17.7	33.1098	-8.02846
17.71	33.1098	-8.02838
17.72	33.1098	-8.02829
17.73	33.1099	-8.02819
17.74	33.1099	-8.0281
17.75	33.1099	-8.02801
17.76	33.11	-8.02791
17.77	33.11	-8.02781
17.78	33.11	-8.02771
17.79	33.1101	-8.02761
17.8	33.1101	-8.02751
17.81	33.1101	-8.0274
17.82	33.1102	-8.0273
17.83	33.1102	-8.02719
17.84	33.1103	-8.02708
17.85	33.1103	-8.02697
17.86	33.1103	-8.02686
17.87	33.1104	-8.02675
17.88	33.1104	-8.02664
17.89	33.1104	-8.02653
17.9	33.1105	-8.02642
17.91	33.1105	-8.0263
17.92	33.1106	-8.02619
17.93	33.1106	-8.02608
17.94	33.1107	-8.02596
17.95	33.1107	-8.02585
17.96	33.1107	-8.02573
17.97	33.1108	-8.02561
17.98	33.1108	-8.0255
17.99	33.1109	-8.02538
18	33.1109	-8.02527
18.01	33.1109	-8.02515
18.02	33.111	-8.02504
18.03	33.111	-8.02492
18.04	33.1111	-8.02481
18.05	33.1111	-8.02469
18.06	33.1112	-8.02458
18.07	33.1112	-8.02447
18.08	33.1112	-8.02436
18.09	33.1113	-8.02424
18.1	33.1113	-8.02413
18.11	33.1114	-8.02402
18.12	33.1114	-8.02391
18.13	33.1114	-8.0238
18.14	33.1115	-8.0237
18.15	33.1115	-8.02359
18.16	33.1115	-8.02349
18.17	33.1116	-8.02338
18.18	33.1116	-8.02328
18.19	33.1117	-8.02318
18.2	33.1117	-8.02308
18.21	33.1117	-8.02298
18.22	33.1118	-8.02288
18.23	33.1118	-8.02278
18.24	33.1118	-8.02269
18.25	33.1119	-8.0226
18.26	33.1119	-8.0225
18.27	33.1119	-8.02241
18.28	33.112	-8.02232
18.29	33.112	-8.02224
18.3	33.112	-8.02215
18.31	33.1121	-8.02207
18.32	33.1121	-8.02198
18.33	33.1121	-8.0219
18.34	33.1121	-8.02182
18.35	33.1122	-8.02175
18.36	33.1122	-8.02167
18.37	33.1122	-8.0216
18.38	33.1123	-8.02152
18.39	33.1123	-8.02145
18.4	33.1123	-8.02138
18.41	33.1123	-8.02132
18.42	33.1124	-8.02125
18.43	33.1124	-8.02119
18.44	33.1124	-8.02112
18.45	33.1124	-8.02106
18.46	33.1124	-8.02101
18.47	33.1125	-8.02095
18.48	33.1125	-8.02089
18.49	33.1125	-8.02084
18.5	33.1125	-8.02079
18.51	33.1125	-8.02074
18.52	33.1126	-8.02069
18.53	33.1126	-8.02064
18.54	33.1126	-8.0206
18.55	33.1126	-8.02056
18.56	33.1126	-8.02051
18.57	33.1126	-8.02048
18.58	33.1126	-8.02044
18.59	33.1127	-8.0204
18.6	33.1127	-8.02037
18.61	33.1127	-8.02033
18.62	33.1127	-8.0203
18.63	33.1127	-8.02027
18.64	33.1127	-8.02025
18.65	33.1127	-8.02022
18.66	33.1127	-8.0202
18.67	33.1127	-8.02018
18.68	33.1127	-8.02015
18.69	33.1128	-8.02014
18.7	33.1128	-8.02012
18.71	33.1128	-8.0201
18.72	33.1128	-8.02009
18.73	33.1128	-8.02008
18.74	33.1128	-8.02007
18.75	33.1128	-8.02006
18.76	33.1128	-8.02005
18.77	33.1128	-8.02004
