t	V	DV/V0 in %
9.3	35.7076	-0.812199
9.31	35.7074	-0.812775
9.32	35.7072	-0.813355
9.33	35.707	-0.81394
9.34	35.7068	-0.814528
9.35	35.7066	-0.815119
9.36	35.7063	-0.815713
9.37	35.7061	-0.816309
9.38	35.7059	-0.816906
9.39	35.7057	-0.817504
9.4	35.7055	-0.818102
9.41	35.7053	-0.818699
9.42	35.7051	-0.819296
9.43	35.7048	-0.81989
9.44	35.7046	-0.820482
9.45	35.7044	-0.82107
9.46	35.7042	-0.821653
9.47	35.704	-0.822232
9.48	35.7038	-0.822805
9.49	35.7036	-0.823371
9.5	35.7034	-0.82393
9.51	35.7032	-0.824481
9.52	35.703	-0.825023
9.53	35.7028	-0.825555
9.54	35.7026	-0.826078
9.55	35.7024	-0.826589
9.56	35.7022	-0.827089
9.57	35.7021	-0.827578
9.58	35.7019	-0.828053
9.59	35.7017	-0.828516
9.6	35.7016	-0.828965
9.61	35.7014	-0.8294
9.62	35.7013	-0.829821
9.63	35.7011	-0.830227
9.64	35.701	-0.830619
9.65	35.7008	-0.830994
9.66	35.7007	-0.831354
9.67	35.7006	-0.831699
9.68	35.7005	-0.832027
9.69	35.7004	-0.832339
9.7	35.7003	-0.832634
9.71	35.7002	-0.832913
9.72	35.7001	-0.833175
9.73	35.7	-0.833421
9.74	35.6999	-0.833649
9.75	35.6998	-0.833861
9.76	35.6997	-0.834055
9.77	35.6997	-0.834233
9.78	35.6996	-0.834393
9.79	35.6996	-0.834537
9.8	35.6995	-0.834663
9.81	35.6995	-0.834773
9.82	35.6994	-0.834865
9.83	35.6994	-0.83494
9.84	35.6994	-0.834998
9.85	35.6994	-0.83504
9.86	35.6994	-0.835064
9.87	35.6994	-0.835071
9.88	35.6994	-0.835062
9.89	35.6994	-0.835035
9.9	35.6994	-0.834992
9.91	35.6994	-0.834932
9.92	35.6995	-0.834855
9.93	35.6995	-0.834761
9.94	35.6995	-0.834651
9.95	35.6996	-0.834524
9.96	35.6996	-0.834381
9.97	35.6997	-0.834221
9.98	35.6997	-0.834044
9.99	35.6998	-0.833852
10	35.6999	-0.833643
10.01	35.7	-0.833418
10.02	35.7001	-0.833178
10.03	35.7001	-0.832921
10.04	35.7002	-0.832649
10.05	35.7004	-0.832362
10.06	35.7005	-0.832059
10.07	35.7006	-0.831741
10.08	35.7007	-0.831409
10.09	35.7008	-0.831062
10.1	35.7009	-0.830701
10.11	35.7011	-0.830326
10.12	35.7012	-0.829937
10.13	35.7014	-0.829535
10.14	35.7015	-0.829119
10.15	35.7017	-0.828691
10.16	35.7018	-0.828251
10.17	35.702	-0.827798
10.18	35.7022	-0.827334
10.19	35.7023	-0.826859
10.2	35.7025	-0.826373
10.21	35.7027	-0.825876
10.22	35.7029	-0.82537
10.23	35.7031	-0.824854
10.24	35.7032	-0.824328
10.25	35.7034	-0.823794
10.26	35.7036	-0.823251
10.27	35.7038	-0.822701
10.28	35.704	-0.822143
10.29	35.7042	-0.821578
10.3	35.7044	-0.821006
10.31	35.7046	-0.820429
10.32	35.7049	-0.819846
10.33	35.7051	-0.819258
10.34	35.7053	-0.818665
10.35	35.7055	-0.818068
10.36	35.7057	-0.817467
10.37	35.7059	-0.816863
10.38	35.7061	-0.816256
10.39	35.7064	-0.815648
10.4	35.7066	-0.815037
10.41	35.7068	-0.814426
10.42	35.707	-0.813814
10.43	35.7072	-0.813202
10.44	35.7075	-0.81259
10.45	35.7077	-0.81198
10.46	35.7079	-0.811371
10.47	35.7081	-0.810765
10.48	35.7083	-0.810161
10.49	35.7086	-0.80956
10.5	35.7088	-0.808964
10.51	35.709	-0.808372
10.52	35.7092	-0.807785
10.53	35.7094	-0.807204
10.54	35.7096	-0.806629
10.55	35.7098	-0.806061
10.56	35.71	-0.805501
10.57	35.7102	-0.804949
10.58	35.7104	-0.804406
10.59	35.7106	-0.803872
10.6	35.7108	-0.803348
10.61	35.711	-0.802834
10.62	35.7112	-0.802332
10.63	35.7113	-0.801841
10.64	35.7115	-0.801362
10.65	35.7117	-0.800897
10.66	35.7118	-0.800444
10.67	35.712	-0.800006
10.68	35.7122	-0.799582
10.69	35.7123	-0.799172
10.7	35.7124	-0.798778
10.71	35.7126	-0.798399
10.72	35.7127	-0.798037
10.73	35.7128	-0.797691
10.74	35.713	-0.797361
10.75	35.7131	-0.797049
10.76	35.7132	-0.796753
10.77	35.7133	-0.796476
10.78	35.7134	-0.796216
10.79	35.7135	-0.795974
10.8	35.7135	-0.79575
10.81	35.7136	-0.795544
10.82	35.7137	-0.795356
10.83	35.7137	-0.795187
10.84	35.7138	-0.795036
10.85	35.7138	-0.794903
10.86	35.7139	-0.794789
10.87	35.7139	-0.794693
10.88	35.7139	-0.794614
10.89	35.714	-0.794554
10.9	35.714	-0.794511
10.91	35.714	-0.794486
10.92	35.714	-0.794478
10.93	35.714	-0.794488
10.94	35.714	-0.794514
10.95	35.714	-0.794557
10.96	35.7139	-0.794616
10.97	35.7139	-0.794691
10.98	35.7139	-0.794782
10.99	35.7138	-0.794888
11	35.7138	-0.79501
11.01	35.7137	-0.795146
11.02	35.7137	-0.795296
11.03	35.7136	-0.795461
11.04	35.7136	-0.795639
11.05	35.7135	-0.79583
11.06	35.7134	-0.796035
11.07	35.7134	-0.796251
11.08	35.7133	-0.796481
11.09	35.7132	-0.796722
11.1	35.7131	-0.796974
11.11	35.713	-0.797238
11.12	35.7129	-0.797512
11.13	35.7128	-0.797797
11.14	35.7127	-0.798092
11.15	35.7126	-0.798396
11.16	35.7125	-0.79871
11.17	35.7123	-0.799033
11.18	35.7122	-0.799365
11.19	35.7121	-0.799706
11.2	35.712	-0.800054
11.21	35.7119	-0.80041
11.22	35.7117	-0.800774
11.23	35.7116	-0.801146
11.24	35.7115	-0.801524
11.25	35.7113	-0.801908
11.26	35.7112	-0.8023
11.27	35.711	-0.802697
11.28	35.7109	-0.8031
11.29	35.7107	-0.803509
11.3	35.7106	-0.803923
11.31	35.7104	-0.804342
11.32	35.7103	-0.804766
11.33	35.7101	-0.805195
11.34	35.71	-0.805628
11.35	35.7098	-0.806065
11.36	35.7097	-0.806506
11.37	35.7095	-0.80695
11.38	35.7093	-0.807398
11.39	35.7092	-0.807849
11.4	35.709	-0.808303
11.41	35.7088	-0.80876
11.42	35.7087	-0.809219
11.43	35.7085	-0.80968
11.44	35.7083	-0.810143
11.45	35.7082	-0.810608
11.46	35.708	-0.811074
11.47	35.7078	-0.811542
11.48	35.7077	-0.81201
11.49	35.7075	-0.81248
11.5	35.7073	-0.812949
11.51	35.7072	-0.81342
11.52	35.707	-0.81389
11.53	35.7068	-0.81436
11.54	35.7067	-0.81483
11.55	35.7065	-0.815299
11.56	35.7063	-0.815767
11.57	35.7062	-0.816234
11.58	35.706	-0.816699
11.59	35.7058	-0.817163
11.6	35.7057	-0.817625
11.61	35.7055	-0.818085
11.62	35.7053	-0.818542
11.63	35.7052	-0.818996
11.64	35.705	-0.819448
11.65	35.7048	-0.819896
11.66	35.7047	-0.82034
11.67	35.7045	-0.820781
11.68	35.7044	-0.821217
11.69	35.7042	-0.821648
11.7	35.7041	-0.822075
11.71	35.7039	-0.822497
11.72	35.7038	-0.822912
11.73	35.7036	-0.823323
11.74	35.7035	-0.823726
11.75	35.7033	-0.824124
11.76	35.7032	-0.824514
11.77	35.703	-0.824897
11.78	35.7029	-0.825272
11.79	35.7028	-0.825639
11.8	35.7026	-0.825998
11.81	35.7025	-0.826348
11.82	35.7024	-0.826689
11.83	35.7023	-0.827021
11.84	35.7022	-0.827342
11.85	35.702	-0.827654
11.86	35.7019	-0.827954
11.87	35.7018	-0.828244
11.88	35.7017	-0.828522
11.89	35.7016	-0.828789
11.9	35.7015	-0.829043
11.91	35.7015	-0.829285
11.92	35.7014	-0.829515
11.93	35.7013	-0.829731
11.94	35.7012	-0.829934
11.95	35.7012	-0.830123
11.96	35.7011	-0.830298
11.97	35.701	-0.830458
11.98	35.701	-0.830604
11.99	35.7009	-0.830736
12	35.7009	-0.830852
12.01	35.7009	-0.830953
12.02	35.7008	-0.831039
12.03	35.7008	-0.831109
12.04	35.7008	-0.831163
12.05	35.7008	-0.831201
12.06	35.7008	-0.831223
12.07	35.7008	-0.831229
12.08	35.7008	-0.831219
12.09	35.7008	-0.831193
12.1	35.7008	-0.831151
12.11	35.7008	-0.831092
12.12	35.7008	-0.831017
12.13	35.7009	-0.830926
12.14	35.7009	-0.830819
12.15	35.701	-0.830695
12.16	35.701	-0.830556
12.17	35.7011	-0.830401
12.18	35.7011	-0.830231
12.19	35.7012	-0.830045
12.2	35.7013	-0.829844
12.21	35.7013	-0.829628
12.22	35.7014	-0.829397
12.23	35.7015	-0.829152
12.24	35.7016	-0.828893
12.25	35.7017	-0.82862
12.26	35.7018	-0.828333
12.27	35.7019	-0.828034
12.28	35.702	-0.827721
12.29	35.7021	-0.827396
12.3	35.7023	-0.82706
12.31	35.7024	-0.826711
12.32	35.7025	-0.826351
12.33	35.7026	-0.825981
12.34	35.7028	-0.8256
12.35	35.7029	-0.82521
12.36	35.7031	-0.82481
12.37	35.7032	-0.824401
12.38	35.7034	-0.823984
12.39	35.7035	-0.823559
12.4	35.7037	-0.823126
12.41	35.7038	-0.822686
12.42	35.704	-0.82224
12.43	35.7042	-0.821788
12.44	35.7043	-0.821331
12.45	35.7045	-0.820868
12.46	35.7047	-0.820402
12.47	35.7048	-0.819931
12.48	35.705	-0.819456
12.49	35.7052	-0.818979
12.5	35.7053	-0.8185
12.51	35.7055	-0.818018
12.52	35.7057	-0.817535
12.53	35.7059	-0.817051
12.54	35.706	-0.816566
12.55	35.7062	-0.816082
12.56	35.7064	-0.815598
12.57	35.7066	-0.815114
12.58	35.7067	-0.814632
12.59	35.7069	-0.814152
12.6	35.7071	-0.813674
12.61	35.7072	-0.813199
12.62	35.7074	-0.812727
12.63	35.7076	-0.812258
12.64	35.7078	-0.811793
12.65	35.7079	-0.811332
12.66	35.7081	-0.810876
12.67	35.7082	-0.810424
12.68	35.7084	-0.809979
12.69	35.7086	-0.809538
12.7	35.7087	-0.809104
12.71	35.7089	-0.808676
12.72	35.709	-0.808254
12.73	35.7092	-0.80784
12.74	35.7093	-0.807432
12.75	35.7095	-0.807032
12.76	35.7096	-0.80664
12.77	35.7097	-0.806256
12.78	35.7099	-0.80588
12.79	35.71	-0.805512
12.8	35.7101	-0.805153
12.81	35.7103	-0.804802
12.82	35.7104	-0.804461
12.83	35.7105	-0.804128
12.84	35.7106	-0.803806
12.85	35.7107	-0.803492
12.86	35.7109	-0.803188
12.87	35.711	-0.802894
12.88	35.7111	-0.80261
12.89	35.7112	-0.802336
12.9	35.7113	-0.802072
12.91	35.7113	-0.801818
12.92	35.7114	-0.801574
12.93	35.7115	-0.801341
12.94	35.7116	-0.801119
12.95	35.7117	-0.800907
12.96	35.7117	-0.800705
12.97	35.7118	-0.800514
12.98	35.7119	-0.800334
12.99	35.7119	-0.800165
13	35.712	-0.800006
13.01	35.7121	-0.799858
13.02	35.7121	-0.799721
13.03	35.7121	-0.799595
13.04	35.7122	-0.79948
13.05	35.7122	-0.799376
13.06	35.7123	-0.799283
13.07	35.7123	-0.7992
13.08	35.7123	-0.799129
13.09	35.7123	-0.799068
13.1	35.7124	-0.799018
13.11	35.7124	-0.79898
13.12	35.7124	-0.798952
13.13	35.7124	-0.798935
13.14	35.7124	-0.798929
13.15	35.7124	-0.798933
13.16	35.7124	-0.798949
13.17	35.7124	-0.798976
13.18	35.7124	-0.799013
13.19	35.7123	-0.799061
13.2	35.7123	-0.79912
13.21	35.7123	-0.799189
13.22	35.7123	-0.799269
13.23	35.7122	-0.79936
13.24	35.7122	-0.799461
13.25	35.7122	-0.799573
13.26	35.7121	-0.799695
13.27	35.7121	-0.799828
13.28	35.712	-0.799971
13.29	35.712	-0.800124
13.3	35.7119	-0.800287
13.31	35.7118	-0.80046
13.32	35.7118	-0.800644
13.33	35.7117	-0.800837
13.34	35.7116	-0.80104
13.35	35.7115	-0.801253
13.36	35.7115	-0.801475
13.37	35.7114	-0.801707
13.38	35.7113	-0.801948
13.39	35.7112	-0.802198
13.4	35.7111	-0.802457
13.41	35.711	-0.802725
13.42	35.7109	-0.803001
13.43	35.7108	-0.803286
13.44	35.7107	-0.803579
13.45	35.7106	-0.803881
13.46	35.7105	-0.80419
13.47	35.7104	-0.804506
13.48	35.7103	-0.80483
13.49	35.7101	-0.805162
13.5	35.71	-0.8055
13.51	35.7099	-0.805845
13.52	35.7098	-0.806196
13.53	35.7096	-0.806553
13.54	35.7095	-0.806917
13.55	35.7094	-0.807286
13.56	35.7092	-0.80766
13.57	35.7091	-0.808039
13.58	35.709	-0.808423
13.59	35.7088	-0.808811
13.6	35.7087	-0.809203
13.61	35.7085	-0.809599
13.62	35.7084	-0.809998
13.63	35.7083	-0.810401
13.64	35.7081	-0.810806
13.65	35.708	-0.811214
13.66	35.7078	-0.811623
13.67	35.7077	-0.812035
13.68	35.7075	-0.812448
13.69	35.7074	-0.812861
13.7	35.7072	-0.813276
13.71	35.7071	-0.813691
13.72	35.7069	-0.814106
13.73	35.7068	-0.81452
13.74	35.7066	-0.814934
13.75	35.7065	-0.815347
13.76	35.7063	-0.815758
13.77	35.7062	-0.816167
13.78	35.706	-0.816574
13.79	35.7059	-0.816979
13.8	35.7057	-0.817381
13.81	35.7056	-0.81778
13.82	35.7055	-0.818175
13.83	35.7053	-0.818567
13.84	35.7052	-0.818954
13.85	35.705	-0.819337
13.86	35.7049	-0.819714
13.87	35.7048	-0.820087
13.88	35.7046	-0.820454
13.89	35.7045	-0.820815
13.9	35.7044	-0.821169
13.91	35.7043	-0.821518
13.92	35.7041	-0.821859
13.93	35.704	-0.822193
13.94	35.7039	-0.82252
13.95	35.7038	-0.822838
13.96	35.7037	-0.823149
13.97	35.7036	-0.823451
13.98	35.7035	-0.823745
13.99	35.7034	-0.824029
14	35.7033	-0.824305
14.01	35.7032	-0.82457
14.02	35.7031	-0.824826
14.03	35.703	-0.825072
14.04	35.7029	-0.825308
14.05	35.7028	-0.825533
14.06	35.7027	-0.825747
14.07	35.7027	-0.825951
14.08	35.7026	-0.826143
14.09	35.7025	-0.826323
14.1	35.7025	-0.826492
14.11	35.7024	-0.82665
14.12	35.7024	-0.826795
14.13	35.7023	-0.826929
14.14	35.7023	-0.82705
14.15	35.7022	-0.827159
14.16	35.7022	-0.827255
14.17	35.7022	-0.827339
14.18	35.7021	-0.827411
14.19	35.7021	-0.827469
14.2	35.7021	-0.827516
14.21	35.7021	-0.827549
14.22	35.7021	-0.82757
14.23	35.7021	-0.827578
14.24	35.7021	-0.827573
14.25	35.7021	-0.827555
14.26	35.7021	-0.827526
14.27	35.7021	-0.827483
14.28	35.7021	-0.827428
14.29	35.7022	-0.827361
14.3	35.7022	-0.827281
14.31	35.7022	-0.82719
14.32	35.7022	-0.827086
14.33	35.7023	-0.826971
14.34	35.7023	-0.826844
14.35	35.7024	-0.826706
14.36	35.7024	-0.826556
14.37	35.7025	-0.826396
14.38	35.7026	-0.826225
14.39	35.7026	-0.826043
14.4	35.7027	-0.825851
14.41	35.7028	-0.825649
14.42	35.7028	-0.825438
14.43	35.7029	-0.825216
14.44	35.703	-0.824986
14.45	35.7031	-0.824747
14.46	35.7032	-0.8245
14.47	35.7033	-0.824244
14.48	35.7034	-0.82398
14.49	35.7035	-0.823709
14.5	35.7036	-0.823431
14.51	35.7037	-0.823145
14.52	35.7038	-0.822853
14.53	35.7039	-0.822555
14.54	35.704	-0.822251
14.55	35.7041	-0.821941
14.56	35.7042	-0.821626
14.57	35.7043	-0.821306
14.58	35.7044	-0.820982
14.59	35.7046	-0.820653
14.6	35.7047	-0.820321
14.61	35.7048	-0.819985
14.62	35.7049	-0.819646
14.63	35.7051	-0.819303
14.64	35.7052	-0.818959
14.65	35.7053	-0.818612
14.66	35.7054	-0.818263
14.67	35.7056	-0.817913
14.68	35.7057	-0.817561
14.69	35.7058	-0.817208
14.7	35.7059	-0.816855
14.71	35.7061	-0.816501
14.72	35.7062	-0.816147
14.73	35.7063	-0.815793
14.74	35.7064	-0.81544
14.75	35.7066	-0.815087
14.76	35.7067	-0.814735
14.77	35.7068	-0.814384
14.78	35.7069	-0.814035
14.79	35.7071	-0.813688
14.8	35.7072	-0.813342
14.81	35.7073	-0.812999
14.82	35.7074	-0.812658
14.83	35.7076	-0.812319
14.84	35.7077	-0.811983
14.85	35.7078	-0.81165
14.86	35.7079	-0.811321
14.87	35.708	-0.810994
14.88	35.7082	-0.810671
14.89	35.7083	-0.810352
14.9	35.7084	-0.810037
14.91	35.7085	-0.809725
14.92	35.7086	-0.809418
14.93	35.7087	-0.809115
14.94	35.7088	-0.808816
14.95	35.7089	-0.808522
14.96	35.709	-0.808233
14.97	35.7091	-0.807948
14.98	35.7092	-0.807668
14.99	35.7093	-0.807394
15	35.7094	-0.807124
15.01	35.7095	-0.80686
15.02	35.7096	-0.806601
15.03	35.7097	-0.806348
15.04	35.7098	-0.806101
15.05	35.7099	-0.805859
15.06	35.71	-0.805623
15.07	35.7101	-0.805392
15.08	35.7101	-0.805168
15.09	35.7102	-0.80495
15.1	35.7103	-0.804739
15.11	35.7104	-0.804533
15.12	35.7104	-0.804334
15.13	35.7105	-0.804142
15.14	35.7106	-0.803957
15.15	35.7106	-0.803778
15.16	35.7107	-0.803606
15.17	35.7108	-0.803441
15.18	35.7108	-0.803284
15.19	35.7109	-0.803133
15.2	35.7109	-0.802991
15.21	35.711	-0.802855
15.22	35.711	-0.802728
15.23	35.7111	-0.802608
15.24	35.7111	-0.802496
15.25	35.7111	-0.802392
15.26	35.7112	-0.802297
15.27	35.7112	-0.80221
15.28	35.7112	-0.802131
15.29	35.7113	-0.802061
15.3	35.7113	-0.801999
15.31	35.7113	-0.801947
15.32	35.7113	-0.801903
15.33	35.7113	-0.801869
15.34	35.7113	-0.801843
15.35	35.7113	-0.801827
15.36	35.7113	-0.801821
15.37	35.7113	-0.801824
15.38	35.7113	-0.801836
15.39	35.7113	-0.801858
15.4	35.7113	-0.80189
15.41	35.7113	-0.801931
15.42	35.7113	-0.801983
15.43	35.7113	-0.802044
15.44	35.7112	-0.802115
15.45	35.7112	-0.802196
15.46	35.7112	-0.802287
15.47	35.7111	-0.802388
15.48	35.7111	-0.802499
15.49	35.7111	-0.80262
15.5	35.711	-0.802751
15.51	35.711	-0.802891
15.52	35.7109	-0.803041
15.53	35.7108	-0.803201
15.54	35.7108	-0.80337
15.55	35.7107	-0.803549
15.56	35.7107	-0.803736
15.57	35.7106	-0.803933
15.58	35.7105	-0.804139
15.59	35.7104	-0.804354
15.6	35.7104	-0.804578
15.61	35.7103	-0.80481
15.62	35.7102	-0.80505
15.63	35.7101	-0.805298
15.64	35.71	-0.805554
15.65	35.7099	-0.805817
15.66	35.7098	-0.806088
15.67	35.7097	-0.806366
15.68	35.7096	-0.806651
15.69	35.7095	-0.806942
15.7	35.7094	-0.807239
15.71	35.7093	-0.807542
15.72	35.7092	-0.807851
15.73	35.7091	-0.808165
15.74	35.7089	-0.808484
15.75	35.7088	-0.808808
15.76	35.7087	-0.809136
15.77	35.7086	-0.809467
15.78	35.7085	-0.809803
15.79	35.7083	-0.810142
15.8	35.7082	-0.810484
15.81	35.7081	-0.810828
15.82	35.708	-0.811175
15.83	35.7079	-0.811523
15.84	35.7077	-0.811873
15.85	35.7076	-0.812224
15.86	35.7075	-0.812576
15.87	35.7073	-0.812928
15.88	35.7072	-0.813281
15.89	35.7071	-0.813633
15.9	35.707	-0.813984
15.91	35.7068	-0.814334
15.92	35.7067	-0.814683
15.93	35.7066	-0.815031
15.94	35.7065	-0.815376
15.95	35.7063	-0.815719
15.96	35.7062	-0.816059
15.97	35.7061	-0.816395
15.98	35.706	-0.816729
15.99	35.7059	-0.817058
16	35.7057	-0.817384
16.01	35.7056	-0.817705
16.02	35.7055	-0.818021
16.03	35.7054	-0.818332
16.04	35.7053	-0.818638
16.05	35.7052	-0.818938
16.06	35.7051	-0.819232
16.07	35.705	-0.81952
16.08	35.7049	-0.819801
16.09	35.7048	-0.820076
16.1	35.7047	-0.820343
16.11	35.7046	-0.820604
16.12	35.7045	-0.820856
16.13	35.7044	-0.821101
16.14	35.7043	-0.821338
16.15	35.7042	-0.821567
16.16	35.7042	-0.821787
16.17	35.7041	-0.821999
16.18	35.704	-0.822203
16.19	35.7039	-0.822397
16.2	35.7039	-0.822583
16.21	35.7038	-0.822759
16.22	35.7037	-0.822926
16.23	35.7037	-0.823084
16.24	35.7036	-0.823232
16.25	35.7036	-0.823371
16.26	35.7035	-0.823501
16.27	35.7035	-0.823621
16.28	35.7035	-0.823731
16.29	35.7034	-0.823831
16.3	35.7034	-0.823922
16.31	35.7034	-0.824003
16.32	35.7033	-0.824075
16.33	35.7033	-0.824137
16.34	35.7033	-0.824189
16.35	35.7033	-0.824232
16.36	35.7033	-0.824265
16.37	35.7033	-0.824289
16.38	35.7033	-0.824303
16.39	35.7032	-0.824309
16.4	35.7033	-0.824305
16.41	35.7033	-0.824292
16.42	35.7033	-0.82427
16.43	35.7033	-0.82424
16.44	35.7033	-0.824201
16.45	35.7033	-0.824153
16.46	35.7033	-0.824097
16.47	35.7033	-0.824032
16.48	35.7034	-0.82396
16.49	35.7034	-0.823879
16.5	35.7034	-0.823791
16.51	35.7035	-0.823696
16.52	35.7035	-0.823593
16.53	35.7035	-0.823482
16.54	35.7036	-0.823365
16.55	35.7036	-0.823241
16.56	35.7037	-0.82311
16.57	35.7037	-0.822972
16.58	35.7038	-0.822829
16.59	35.7038	-0.822679
16.6	35.7039	-0.822523
16.61	35.704	-0.822362
16.62	35.704	-0.822194
16.63	35.7041	-0.822022
16.64	35.7041	-0.821844
16.65	35.7042	-0.821662
16.66	35.7043	-0.821474
16.67	35.7043	-0.821282
16.68	35.7044	-0.821086
16.69	35.7045	-0.820885
16.7	35.7046	-0.820681
16.71	35.7046	-0.820472
16.72	35.7047	-0.82026
16.73	35.7048	-0.820044
16.74	35.7049	-0.819824
16.75	35.7049	-0.819602
16.76	35.705	-0.819376
16.77	35.7051	-0.819148
16.78	35.7052	-0.818917
16.79	35.7053	-0.818684
16.8	35.7054	-0.818448
16.81	35.7054	-0.818209
16.82	35.7055	-0.817969
16.83	35.7056	-0.817727
16.84	35.7057	-0.817483
16.85	35.7058	-0.817238
16.86	35.7059	-0.81699
16.87	35.706	-0.816742
16.88	35.7061	-0.816492
16.89	35.7062	-0.816241
16.9	35.7062	-0.81599
16.91	35.7063	-0.815737
16.92	35.7064	-0.815484
16.93	35.7065	-0.81523
16.94	35.7066	-0.814975
16.95	35.7067	-0.814721
16.96	35.7068	-0.814465
16.97	35.7069	-0.81421
16.98	35.707	-0.813955
16.99	35.7071	-0.8137
17	35.7072	-0.813445
17.01	35.7073	-0.81319
17.02	35.7073	-0.812936
17.03	35.7074	-0.812682
17.04	35.7075	-0.812429
17.05	35.7076	-0.812176
17.06	35.7077	-0.811925
17.07	35.7078	-0.811674
17.08	35.7079	-0.811425
17.09	35.708	-0.811177
17.1	35.7081	-0.81093
17.11	35.7082	-0.810684
17.12	35.7082	-0.810441
17.13	35.7083	-0.810199
17.14	35.7084	-0.809958
17.15	35.7085	-0.80972
17.16	35.7086	-0.809484
17.17	35.7087	-0.809251
17.18	35.7088	-0.80902
17.19	35.7088	-0.808791
17.2	35.7089	-0.808566
17.21	35.709	-0.808343
17.22	35.7091	-0.808124
17.23	35.7092	-0.807908
17.24	35.7092	-0.807695
17.25	35.7093	-0.807487
17.26	35.7094	-0.807282
17.27	35.7095	-0.807081
17.28	35.7095	-0.806885
17.29	35.7096	-0.806693
17.3	35.7097	-0.806506
17.31	35.7097	-0.806324
17.32	35.7098	-0.806148
17.33	35.7098	-0.805976
17.34	35.7099	-0.805811
17.35	35.71	-0.805651
17.36	35.71	-0.805497
17.37	35.7101	-0.805349
17.38	35.7101	-0.805208
17.39	35.7102	-0.805074
17.4	35.7102	-0.804946
17.41	35.7103	-0.804826
17.42	35.7103	-0.804713
17.43	35.7103	-0.804607
17.44	35.7104	-0.804509
17.45	35.7104	-0.804418
17.46	35.7104	-0.804336
17.47	35.7105	-0.804262
17.48	35.7105	-0.804196
17.49	35.7105	-0.804139
17.5	35.7105	-0.80409
17.51	35.7105	-0.804049
17.52	35.7106	-0.804018
17.53	35.7106	-0.803995
17.54	35.7106	-0.803982
17.55	35.7106	-0.803977
17.56	35.7106	-0.803981
17.57	35.7106	-0.803995
17.58	35.7106	-0.804018
17.59	35.7105	-0.80405
17.6	35.7105	-0.804091
17.61	35.7105	-0.804141
17.62	35.7105	-0.804201
17.63	35.7105	-0.804269
17.64	35.7104	-0.804347
17.65	35.7104	-0.804434
17.66	35.7104	-0.80453
17.67	35.7103	-0.804634
17.68	35.7103	-0.804748
17.69	35.7102	-0.80487
17.7	35.7102	-0.805
17.71	35.7102	-0.805139
17.72	35.7101	-0.805286
17.73	35.71	-0.805442
17.74	35.71	-0.805605
17.75	35.7099	-0.805776
17.76	35.7099	-0.805954
17.77	35.7098	-0.80614
17.78	35.7097	-0.806333
17.79	35.7096	-0.806533
17.8	35.7096	-0.806739
17.81	35.7095	-0.806952
17.82	35.7094	-0.807171
17.83	35.7093	-0.807396
17.84	35.7093	-0.807626
17.85	35.7092	-0.807862
17.86	35.7091	-0.808104
17.87	35.709	-0.808349
17.88	35.7089	-0.8086
17.89	35.7088	-0.808855
17.9	35.7087	-0.809113
17.91	35.7086	-0.809375
17.92	35.7085	-0.809641
17.93	35.7084	-0.80991
17.94	35.7083	-0.810181
17.95	35.7082	-0.810455
17.96	35.7081	-0.81073
17.97	35.708	-0.811008
17.98	35.7079	-0.811287
17.99	35.7078	-0.811567
18	35.7077	-0.811848
18.01	35.7076	-0.812129
18.02	35.7075	-0.812411
18.03	35.7074	-0.812692
18.04	35.7073	-0.812973
18.05	35.7072	-0.813254
18.06	35.7071	-0.813533
18.07	35.707	-0.81381
18.08	35.7069	-0.814087
18.09	35.7068	-0.814361
18.1	35.7067	-0.814633
18.11	35.7066	-0.814902
18.12	35.7065	-0.815169
18.13	35.7064	-0.815432
18.14	35.7064	-0.815692
18.15	35.7063	-0.815949
18.16	35.7062	-0.816202
18.17	35.7061	-0.816451
18.18	35.706	-0.816695
18.19	35.7059	-0.816935
18.2	35.7058	-0.817171
18.21	35.7057	-0.817401
18.22	35.7057	-0.817626
18.23	35.7056	-0.817846
18.24	35.7055	-0.818061
18.25	35.7054	-0.81827
18.26	35.7054	-0.818473
18.27	35.7053	-0.818671
18.28	35.7052	-0.818862
18.29	35.7051	-0.819047
18.3	35.7051	-0.819226
18.31	35.705	-0.819399
18.32	35.705	-0.819565
18.33	35.7049	-0.819725
18.34	35.7048	-0.819878
18.35	35.7048	-0.820024
18.36	35.7047	-0.820164
18.37	35.7047	-0.820297
18.38	35.7046	-0.820424
18.39	35.7046	-0.820543
18.4	35.7046	-0.820656
18.41	35.7045	-0.820763
18.42	35.7045	-0.820862
18.43	35.7045	-0.820955
18.44	35.7044	-0.821041
18.45	35.7044	-0.82112
18.46	35.7044	-0.821192
18.47	35.7043	-0.821258
18.48	35.7043	-0.821318
18.49	35.7043	-0.821371
18.5	35.7043	-0.821417
18.51	35.7043	-0.821457
18.52	35.7043	-0.82149
18.53	35.7043	-0.821518
18.54	35.7042	-0.821539
18.55	35.7042	-0.821554
18.56	35.7042	-0.821563
18.57	35.7042	-0.821566
18.58	35.7042	-0.821563
18.59	35.7042	-0.821554
18.6	35.7042	-0.82154
18.61	35.7043	-0.82152
18.62	35.7043	-0.821494
18.63	35.7043	-0.821463
18.64	35.7043	-0.821427
18.65	35.7043	-0.821385
18.66	35.7043	-0.821339
18.67	35.7043	-0.821287
18.68	35.7044	-0.82123
