t	V	DV/V0 in %
27.54	34.0399	-5.44486
27.55	34.0398	-5.44501
27.56	34.0397	-5.44518
27.57	34.0397	-5.44536
27.58	34.0396	-5.44555
27.59	34.0395	-5.44576
27.6	34.0394	-5.44597
27.61	34.0394	-5.4462
27.62	34.0393	-5.44645
27.63	34.0392	-5.4467
27.64	34.0391	-5.44697
27.65	34.039	-5.44725
27.66	34.0389	-5.44754
27.67	34.0388	-5.44784
27.68	34.0387	-5.44815
27.69	34.0385	-5.44848
27.7	34.0384	-5.44882
27.71	34.0383	-5.44916
27.72	34.0382	-5.44952
27.73	34.038	-5.44989
27.74	34.0379	-5.45028
27.75	34.0378	-5.45067
27.76	34.0376	-5.45107
27.77	34.0375	-5.45149
27.78	34.0373	-5.45191
27.79	34.0372	-5.45234
27.8	34.037	-5.45279
27.81	34.0368	-5.45324
27.82	34.0367	-5.4537
27.83	34.0365	-5.45418
27.84	34.0363	-5.45466
27.85	34.0361	-5.45515
27.86	34.036	-5.45565
27.87	34.0358	-5.45616
27.88	34.0356	-5.45668
27.89	34.0354	-5.45721
27.9	34.0352	-5.45774
27.91	34.035	-5.45829
27.92	34.0348	-5.45884
27.93	34.0346	-5.4594
27.94	34.0344	-5.45996
27.95	34.0342	-5.46054
27.96	34.034	-5.46112
27.97	34.0338	-5.46171
27.98	34.0336	-5.4623
27.99	34.0334	-5.4629
28	34.0331	-5.46351
28.01	34.0329	-5.46412
28.02	34.0327	-5.46474
28.03	34.0325	-5.46537
28.04	34.0322	-5.466
28.05	34.032	-5.46664
28.06	34.0318	-5.46728
28.07	34.0315	-5.46792
28.08	34.0313	-5.46858
28.09	34.0311	-5.46923
28.1	34.0308	-5.46989
28.11	34.0306	-5.47056
28.12	34.0304	-5.47122
28.13	34.0301	-5.47189
28.14	34.0299	-5.47257
28.15	34.0296	-5.47325
28.16	34.0294	-5.47393
28.17	34.0291	-5.47461
28.18	34.0289	-5.4753
28.19	34.0286	-5.47599
28.2	34.0284	-5.47668
28.21	34.0281	-5.47737
28.22	34.0279	-5.47806
28.23	34.0276	-5.47876
28.24	34.0274	-5.47946
28.25	34.0271	-5.48015
28.26	34.0269	-5.48085
28.27	34.0266	-5.48155
28.28	34.0264	-5.48225
28.29	34.0261	-5.48295
28.3	34.0259	-5.48365
28.31	34.0256	-5.48435
28.32	34.0254	-5.48505
28.33	34.0251	-5.48575
28.34	34.0249	-5.48644
28.35	34.0246	-5.48714
28.36	34.0244	-5.48783
28.37	34.0241	-5.48853
28.38	34.0239	-5.48922
28.39	34.0236	-5.4899
28.4	34.0234	-5.49059
28.41	34.0231	-5.49127
28.42	34.0229	-5.49196
28.43	34.0227	-5.49263
28.44	34.0224	-5.49331
28.45	34.0222	-5.49398
28.46	34.0219	-5.49465
28.47	34.0217	-5.49531
28.48	34.0214	-5.49597
28.49	34.0212	-5.49663
28.5	34.021	-5.49728
28.51	34.0207	-5.49793
28.52	34.0205	-5.49857
28.53	34.0203	-5.49921
28.54	34.0201	-5.49985
28.55	34.0198	-5.50047
28.56	34.0196	-5.5011
28.57	34.0194	-5.50171
28.58	34.0192	-5.50232
28.59	34.0189	-5.50293
28.6	34.0187	-5.50353
28.61	34.0185	-5.50412
28.62	34.0183	-5.50471
28.63	34.0181	-5.50529
28.64	34.0179	-5.50586
28.65	34.0177	-5.50642
28.66	34.0175	-5.50698
28.67	34.0173	-5.50753
28.68	34.0171	-5.50808
28.69	34.0169	-5.50861
28.7	34.0167	-5.50914
28.71	34.0165	-5.50966
28.72	34.0163	-5.51017
28.73	34.0162	-5.51068
28.74	34.016	-5.51117
28.75	34.0158	-5.51166
28.76	34.0156	-5.51214
28.77	34.0155	-5.51261
28.78	34.0153	-5.51307
28.79	34.0151	-5.51352
28.8	34.015	-5.51397
28.81	34.0148	-5.5144
28.82	34.0147	-5.51482
28.83	34.0145	-5.51524
28.84	34.0144	-5.51564
28.85	34.0142	-5.51604
28.86	34.0141	-5.51643
28.87	34.014	-5.5168
28.88	34.0138	-5.51717
28.89	34.0137	-5.51752
28.9	34.0136	-5.51787
28.91	34.0134	-5.51821
28.92	34.0133	-5.51853
28.93	34.0132	-5.51885
28.94	34.0131	-5.51915
28.95	34.013	-5.51945
28.96	34.0129	-5.51973
28.97	34.0128	-5.52
28.98	34.0127	-5.52027
28.99	34.0126	-5.52052
29	34.0125	-5.52076
29.01	34.0124	-5.52099
29.02	34.0124	-5.52121
29.03	34.0123	-5.52142
29.04	34.0122	-5.52161
29.05	34.0122	-5.5218
29.06	34.0121	-5.52198
29.07	34.012	-5.52214
29.08	34.012	-5.5223
29.09	34.0119	-5.52244
29.1	34.0119	-5.52257
29.11	34.0118	-5.52269
29.12	34.0118	-5.5228
29.13	34.0118	-5.5229
29.14	34.0117	-5.52298
29.15	34.0117	-5.52306
29.16	34.0117	-5.52312
29.17	34.0117	-5.52318
29.18	34.0116	-5.52322
29.19	34.0116	-5.52325
29.2	34.0116	-5.52327
29.21	34.0116	-5.52328
29.22	34.0116	-5.52328
29.23	34.0116	-5.52327
29.24	34.0116	-5.52325
29.25	34.0116	-5.52321
29.26	34.0117	-5.52317
29.27	34.0117	-5.52311
29.28	34.0117	-5.52304
29.29	34.0117	-5.52297
29.3	34.0118	-5.52288
29.31	34.0118	-5.52278
29.32	34.0118	-5.52267
29.33	34.0119	-5.52255
29.34	34.0119	-5.52242
29.35	34.012	-5.52229
29.36	34.012	-5.52214
29.37	34.0121	-5.52197
29.38	34.0122	-5.5218
29.39	34.0122	-5.52162
29.4	34.0123	-5.52143
29.41	34.0124	-5.52123
29.42	34.0124	-5.52103
29.43	34.0125	-5.52081
29.44	34.0126	-5.52058
29.45	34.0127	-5.52034
29.46	34.0128	-5.52009
29.47	34.0129	-5.51984
29.48	34.013	-5.51957
29.49	34.0131	-5.5193
29.5	34.0132	-5.51901
29.51	34.0133	-5.51872
29.52	34.0134	-5.51842
29.53	34.0135	-5.51811
29.54	34.0136	-5.51779
29.55	34.0137	-5.51747
29.56	34.0138	-5.51713
29.57	34.014	-5.51679
29.58	34.0141	-5.51644
29.59	34.0142	-5.51608
29.6	34.0143	-5.51572
29.61	34.0145	-5.51534
29.62	34.0146	-5.51496
29.63	34.0148	-5.51458
29.64	34.0149	-5.51418
29.65	34.015	-5.51378
29.66	34.0152	-5.51337
29.67	34.0153	-5.51296
29.68	34.0155	-5.51254
29.69	34.0156	-5.51211
29.7	34.0158	-5.51168
29.71	34.016	-5.51124
29.72	34.0161	-5.51079
29.73	34.0163	-5.51034
29.74	34.0164	-5.50989
29.75	34.0166	-5.50943
29.76	34.0168	-5.50896
29.77	34.0169	-5.50849
29.78	34.0171	-5.50801
29.79	34.0173	-5.50753
29.8	34.0175	-5.50705
29.81	34.0176	-5.50656
29.82	34.0178	-5.50606
29.83	34.018	-5.50556
29.84	34.0182	-5.50506
29.85	34.0184	-5.50456
29.86	34.0185	-5.50405
29.87	34.0187	-5.50354
29.88	34.0189	-5.50302
29.89	34.0191	-5.5025
29.9	34.0193	-5.50198
29.91	34.0195	-5.50146
29.92	34.0197	-5.50093
29.93	34.0199	-5.5004
29.94	34.02	-5.49987
29.95	34.0202	-5.49934
29.96	34.0204	-5.49881
29.97	34.0206	-5.49827
29.98	34.0208	-5.49773
29.99	34.021	-5.49719
30	34.0212	-5.49666
30.01	34.0214	-5.49612
30.02	34.0216	-5.49557
30.03	34.0218	-5.49503
30.04	34.022	-5.49449
30.05	34.0222	-5.49395
30.06	34.0224	-5.49341
30.07	34.0226	-5.49287
30.08	34.0228	-5.49232
30.09	34.023	-5.49178
30.1	34.0232	-5.49124
30.11	34.0233	-5.4907
30.12	34.0235	-5.49017
30.13	34.0237	-5.48963
30.14	34.0239	-5.48909
30.15	34.0241	-5.48856
30.16	34.0243	-5.48803
30.17	34.0245	-5.4875
30.18	34.0247	-5.48697
30.19	34.0249	-5.48644
30.2	34.0251	-5.48592
30.21	34.0253	-5.48539
30.22	34.0254	-5.48488
30.23	34.0256	-5.48436
30.24	34.0258	-5.48385
30.25	34.026	-5.48334
30.26	34.0262	-5.48283
30.27	34.0264	-5.48232
30.28	34.0265	-5.48182
30.29	34.0267	-5.48133
30.3	34.0269	-5.48084
30.31	34.0271	-5.48035
30.32	34.0273	-5.47986
30.33	34.0274	-5.47938
30.34	34.0276	-5.47891
30.35	34.0278	-5.47844
30.36	34.0279	-5.47797
30.37	34.0281	-5.47751
30.38	34.0283	-5.47705
30.39	34.0284	-5.4766
30.4	34.0286	-5.47615
30.41	34.0287	-5.47571
30.42	34.0289	-5.47527
30.43	34.0291	-5.47484
30.44	34.0292	-5.47442
30.45	34.0294	-5.474
30.46	34.0295	-5.47359
30.47	34.0297	-5.47318
30.48	34.0298	-5.47278
30.49	34.0299	-5.47238
30.5	34.0301	-5.472
30.51	34.0302	-5.47161
30.52	34.0304	-5.47124
30.53	34.0305	-5.47087
30.54	34.0306	-5.47051
30.55	34.0307	-5.47015
30.56	34.0309	-5.4698
30.57	34.031	-5.46946
30.58	34.0311	-5.46913
30.59	34.0312	-5.4688
30.6	34.0313	-5.46848
30.61	34.0315	-5.46817
30.62	34.0316	-5.46786
30.63	34.0317	-5.46756
30.64	34.0318	-5.46727
30.65	34.0319	-5.46699
30.66	34.032	-5.46671
30.67	34.0321	-5.46644
30.68	34.0322	-5.46618
30.69	34.0323	-5.46593
30.7	34.0324	-5.46569
30.71	34.0324	-5.46545
30.72	34.0325	-5.46522
30.73	34.0326	-5.465
30.74	34.0327	-5.46479
30.75	34.0328	-5.46458
30.76	34.0328	-5.46439
30.77	34.0329	-5.4642
30.78	34.033	-5.46402
30.79	34.033	-5.46385
30.8	34.0331	-5.46368
30.81	34.0331	-5.46353
30.82	34.0332	-5.46338
30.83	34.0332	-5.46324
30.84	34.0333	-5.46311
30.85	34.0333	-5.46299
30.86	34.0334	-5.46287
30.87	34.0334	-5.46277
30.88	34.0334	-5.46267
30.89	34.0335	-5.46258
30.9	34.0335	-5.4625
30.91	34.0335	-5.46243
30.92	34.0336	-5.46236
30.93	34.0336	-5.46231
30.94	34.0336	-5.46226
30.95	34.0336	-5.46222
30.96	34.0336	-5.46219
30.97	34.0336	-5.46216
30.98	34.0336	-5.46215
30.99	34.0336	-5.46214
31	34.0336	-5.46214
31.01	34.0336	-5.46215
31.02	34.0336	-5.46217
31.03	34.0336	-5.4622
31.04	34.0336	-5.46223
31.05	34.0336	-5.46227
31.06	34.0336	-5.46232
31.07	34.0335	-5.46238
31.08	34.0335	-5.46244
31.09	34.0335	-5.46252
31.1	34.0335	-5.4626
31.11	34.0334	-5.46269
31.12	34.0334	-5.46278
31.13	34.0334	-5.46289
31.14	34.0333	-5.463
31.15	34.0333	-5.46311
31.16	34.0332	-5.46324
31.17	34.0332	-5.46337
31.18	34.0331	-5.46351
31.19	34.0331	-5.46366
31.2	34.033	-5.46382
31.21	34.033	-5.46398
31.22	34.0329	-5.46415
31.23	34.0328	-5.46432
31.24	34.0328	-5.4645
31.25	34.0327	-5.46469
31.26	34.0326	-5.46489
31.27	34.0326	-5.46509
31.28	34.0325	-5.4653
31.29	34.0324	-5.46551
31.3	34.0323	-5.46573
31.31	34.0323	-5.46596
31.32	34.0322	-5.46619
31.33	34.0321	-5.46643
31.34	34.032	-5.46668
31.35	34.0319	-5.46693
31.36	34.0318	-5.46718
31.37	34.0317	-5.46744
31.38	34.0316	-5.46771
31.39	34.0315	-5.46798
31.4	34.0314	-5.46826
31.41	34.0313	-5.46854
31.42	34.0312	-5.46883
31.43	34.0311	-5.46912
31.44	34.031	-5.46942
31.45	34.0309	-5.46972
31.46	34.0308	-5.47003
31.47	34.0307	-5.47034
31.48	34.0306	-5.47065
31.49	34.0305	-5.47097
31.5	34.0303	-5.4713
31.51	34.0302	-5.47162
31.52	34.0301	-5.47196
31.53	34.03	-5.47229
31.54	34.0299	-5.47263
31.55	34.0297	-5.47297
31.56	34.0296	-5.47331
31.57	34.0295	-5.47366
31.58	34.0294	-5.47401
31.59	34.0292	-5.47437
31.6	34.0291	-5.47473
31.61	34.029	-5.47508
31.62	34.0288	-5.47545
31.63	34.0287	-5.47581
31.64	34.0286	-5.47618
31.65	34.0284	-5.47655
31.66	34.0283	-5.47692
31.67	34.0282	-5.47729
31.68	34.028	-5.47767
31.69	34.0279	-5.47804
31.7	34.0278	-5.47842
31.71	34.0276	-5.4788
31.72	34.0275	-5.47918
31.73	34.0274	-5.47956
31.74	34.0272	-5.47995
31.75	34.0271	-5.48033
31.76	34.0269	-5.48071
31.77	34.0268	-5.4811
31.78	34.0267	-5.48148
31.79	34.0265	-5.48187
31.8	34.0264	-5.48226
31.81	34.0262	-5.48264
31.82	34.0261	-5.48303
31.83	34.026	-5.48341
31.84	34.0258	-5.4838
31.85	34.0257	-5.48418
31.86	34.0256	-5.48457
31.87	34.0254	-5.48495
31.88	34.0253	-5.48534
31.89	34.0251	-5.48572
31.9	34.025	-5.4861
31.91	34.0249	-5.48648
31.92	34.0247	-5.48686
31.93	34.0246	-5.48724
31.94	34.0245	-5.48761
31.95	34.0243	-5.48799
31.96	34.0242	-5.48836
31.97	34.0241	-5.48873
31.98	34.0239	-5.4891
31.99	34.0238	-5.48946
32	34.0237	-5.48983
32.01	34.0235	-5.49019
32.02	34.0234	-5.49055
32.03	34.0233	-5.49091
32.04	34.0231	-5.49126
32.05	34.023	-5.49161
32.06	34.0229	-5.49196
32.07	34.0228	-5.49231
32.08	34.0226	-5.49265
32.09	34.0225	-5.49299
32.1	34.0224	-5.49333
32.11	34.0223	-5.49366
32.12	34.0222	-5.49399
32.13	34.022	-5.49432
32.14	34.0219	-5.49464
32.15	34.0218	-5.49496
32.16	34.0217	-5.49527
32.17	34.0216	-5.49558
32.18	34.0215	-5.49589
32.19	34.0214	-5.49619
32.2	34.0213	-5.49649
32.21	34.0212	-5.49679
32.22	34.0211	-5.49708
32.23	34.0209	-5.49736
32.24	34.0208	-5.49764
32.25	34.0207	-5.49792
32.26	34.0207	-5.49819
32.27	34.0206	-5.49846
32.28	34.0205	-5.49872
32.29	34.0204	-5.49898
32.3	34.0203	-5.49923
32.31	34.0202	-5.49948
32.32	34.0201	-5.49972
32.33	34.02	-5.49996
32.34	34.0199	-5.50019
32.35	34.0198	-5.50042
32.36	34.0198	-5.50064
32.37	34.0197	-5.50086
32.38	34.0196	-5.50107
32.39	34.0195	-5.50128
32.4	34.0195	-5.50148
32.41	34.0194	-5.50167
32.42	34.0193	-5.50186
32.43	34.0193	-5.50204
32.44	34.0192	-5.50222
32.45	34.0191	-5.50239
32.46	34.0191	-5.50256
32.47	34.019	-5.50272
32.48	34.019	-5.50288
32.49	34.0189	-5.50303
32.5	34.0189	-5.50317
32.51	34.0188	-5.50331
32.52	34.0188	-5.50344
32.53	34.0187	-5.50356
32.54	34.0187	-5.50369
32.55	34.0186	-5.5038
32.56	34.0186	-5.50391
32.57	34.0186	-5.50401
32.58	34.0185	-5.50411
32.59	34.0185	-5.5042
32.6	34.0185	-5.50428
32.61	34.0184	-5.50436
32.62	34.0184	-5.50443
32.63	34.0184	-5.5045
32.64	34.0184	-5.50456
32.65	34.0183	-5.50461
32.66	34.0183	-5.50466
32.67	34.0183	-5.50471
32.68	34.0183	-5.50474
32.69	34.0183	-5.50477
32.7	34.0183	-5.5048
32.71	34.0183	-5.50482
32.72	34.0183	-5.50483
32.73	34.0183	-5.50484
32.74	34.0183	-5.50484
32.75	34.0183	-5.50484
32.76	34.0183	-5.50483
32.77	34.0183	-5.50481
32.78	34.0183	-5.50479
32.79	34.0183	-5.50476
32.8	34.0183	-5.50473
32.81	34.0183	-5.50469
32.82	34.0183	-5.50465
32.83	34.0183	-5.5046
32.84	34.0184	-5.50454
32.85	34.0184	-5.50448
32.86	34.0184	-5.50442
32.87	34.0184	-5.50435
32.88	34.0185	-5.50427
32.89	34.0185	-5.50419
32.9	34.0185	-5.5041
32.91	34.0186	-5.50401
32.92	34.0186	-5.50392
32.93	34.0186	-5.50381
32.94	34.0187	-5.50371
32.95	34.0187	-5.5036
32.96	34.0187	-5.50348
32.97	34.0188	-5.50336
32.98	34.0188	-5.50323
32.99	34.0189	-5.5031
33	34.0189	-5.50297
33.01	34.019	-5.50283
33.02	34.019	-5.50268
33.03	34.0191	-5.50253
33.04	34.0191	-5.50238
33.05	34.0192	-5.50222
33.06	34.0193	-5.50206
33.07	34.0193	-5.5019
33.08	34.0194	-5.50173
33.09	34.0194	-5.50155
33.1	34.0195	-5.50138
33.11	34.0196	-5.50119
33.12	34.0196	-5.50101
33.13	34.0197	-5.50082
33.14	34.0198	-5.50063
33.15	34.0198	-5.50043
33.16	34.0199	-5.50023
33.17	34.02	-5.50003
33.18	34.0201	-5.49983
33.19	34.0201	-5.49962
33.2	34.0202	-5.49941
33.21	34.0203	-5.49919
33.22	34.0204	-5.49897
33.23	34.0204	-5.49875
33.24	34.0205	-5.49853
33.25	34.0206	-5.49831
33.26	34.0207	-5.49808
33.27	34.0208	-5.49785
33.28	34.0209	-5.49761
33.29	34.0209	-5.49738
33.3	34.021	-5.49714
33.31	34.0211	-5.4969
33.32	34.0212	-5.49666
33.33	34.0213	-5.49642
33.34	34.0214	-5.49617
33.35	34.0215	-5.49593
33.36	34.0216	-5.49568
33.37	34.0216	-5.49543
33.38	34.0217	-5.49518
33.39	34.0218	-5.49493
33.4	34.0219	-5.49467
33.41	34.022	-5.49442
33.42	34.0221	-5.49416
33.43	34.0222	-5.49391
33.44	34.0223	-5.49365
33.45	34.0224	-5.49339
33.46	34.0225	-5.49313
33.47	34.0226	-5.49287
33.48	34.0227	-5.49261
33.49	34.0228	-5.49235
33.5	34.0228	-5.49209
33.51	34.0229	-5.49183
33.52	34.023	-5.49157
33.53	34.0231	-5.49131
33.54	34.0232	-5.49105
33.55	34.0233	-5.49079
33.56	34.0234	-5.49053
33.57	34.0235	-5.49027
33.58	34.0236	-5.49001
33.59	34.0237	-5.48975
33.6	34.0238	-5.4895
33.61	34.0239	-5.48924
33.62	34.024	-5.48898
33.63	34.0241	-5.48873
33.64	34.0242	-5.48847
33.65	34.0242	-5.48822
33.66	34.0243	-5.48796
33.67	34.0244	-5.48771
33.68	34.0245	-5.48746
33.69	34.0246	-5.48722
33.7	34.0247	-5.48697
33.71	34.0248	-5.48672
33.72	34.0249	-5.48648
33.73	34.025	-5.48624
33.74	34.025	-5.486
33.75	34.0251	-5.48576
33.76	34.0252	-5.48552
33.77	34.0253	-5.48529
33.78	34.0254	-5.48506
33.79	34.0255	-5.48483
33.8	34.0255	-5.4846
33.81	34.0256	-5.48437
33.82	34.0257	-5.48415
33.83	34.0258	-5.48393
33.84	34.0259	-5.48371
33.85	34.0259	-5.48349
33.86	34.026	-5.48328
33.87	34.0261	-5.48307
33.88	34.0262	-5.48286
33.89	34.0262	-5.48266
33.9	34.0263	-5.48246
33.91	34.0264	-5.48226
33.92	34.0265	-5.48206
33.93	34.0265	-5.48187
33.94	34.0266	-5.48168
33.95	34.0267	-5.4815
33.96	34.0267	-5.48131
33.97	34.0268	-5.48113
33.98	34.0269	-5.48096
33.99	34.0269	-5.48078
34	34.027	-5.48061
34.01	34.027	-5.48045
34.02	34.0271	-5.48029
34.03	34.0272	-5.48013
34.04	34.0272	-5.47997
34.05	34.0273	-5.47982
34.06	34.0273	-5.47967
34.07	34.0274	-5.47953
34.08	34.0274	-5.47939
34.09	34.0275	-5.47925
34.1	34.0275	-5.47912
34.11	34.0276	-5.47899
34.12	34.0276	-5.47886
34.13	34.0277	-5.47874
34.14	34.0277	-5.47863
34.15	34.0277	-5.47851
34.16	34.0278	-5.4784
34.17	34.0278	-5.4783
34.18	34.0278	-5.4782
34.19	34.0279	-5.4781
34.2	34.0279	-5.47801
34.21	34.0279	-5.47792
34.22	34.028	-5.47783
34.23	34.028	-5.47775
34.24	34.028	-5.47768
34.25	34.0281	-5.47761
34.26	34.0281	-5.47754
34.27	34.0281	-5.47747
34.28	34.0281	-5.47741
34.29	34.0282	-5.47736
34.3	34.0282	-5.47731
34.31	34.0282	-5.47726
34.32	34.0282	-5.47722
34.33	34.0282	-5.47718
34.34	34.0282	-5.47714
34.35	34.0282	-5.47711
34.36	34.0282	-5.47709
34.37	34.0283	-5.47707
34.38	34.0283	-5.47705
34.39	34.0283	-5.47703
34.4	34.0283	-5.47702
34.41	34.0283	-5.47702
34.42	34.0283	-5.47702
34.43	34.0283	-5.47702
34.44	34.0283	-5.47703
34.45	34.0283	-5.47704
34.46	34.0283	-5.47705
34.47	34.0283	-5.47707
34.48	34.0282	-5.47709
34.49	34.0282	-5.47712
34.5	34.0282	-5.47715
34.51	34.0282	-5.47719
34.52	34.0282	-5.47723
34.53	34.0282	-5.47727
34.54	34.0282	-5.47731
34.55	34.0281	-5.47736
34.56	34.0281	-5.47742
34.57	34.0281	-5.47748
34.58	34.0281	-5.47754
34.59	34.0281	-5.4776
34.6	34.028	-5.47767
34.61	34.028	-5.47774
34.62	34.028	-5.47782
34.63	34.028	-5.4779
34.64	34.0279	-5.47798
34.65	34.0279	-5.47807
34.66	34.0279	-5.47816
34.67	34.0278	-5.47825
34.68	34.0278	-5.47834
34.69	34.0278	-5.47844
34.7	34.0277	-5.47855
34.71	34.0277	-5.47865
34.72	34.0276	-5.47876
34.73	34.0276	-5.47887
34.74	34.0276	-5.47899
34.75	34.0275	-5.4791
34.76	34.0275	-5.47922
34.77	34.0274	-5.47935
34.78	34.0274	-5.47947
34.79	34.0273	-5.4796
34.8	34.0273	-5.47973
34.81	34.0272	-5.47987
34.82	34.0272	-5.48
34.83	34.0272	-5.48014
34.84	34.0271	-5.48028
34.85	34.027	-5.48042
34.86	34.027	-5.48057
34.87	34.0269	-5.48072
34.88	34.0269	-5.48087
34.89	34.0268	-5.48102
34.9	34.0268	-5.48117
34.91	34.0267	-5.48133
34.92	34.0267	-5.48149
34.93	34.0266	-5.48165
34.94	34.0265	-5.48181
34.95	34.0265	-5.48197
34.96	34.0264	-5.48214
34.97	34.0264	-5.48231
34.98	34.0263	-5.48247
34.99	34.0262	-5.48264
35	34.0262	-5.48281
35.01	34.0261	-5.48299
35.02	34.0261	-5.48316
35.03	34.026	-5.48333
35.04	34.0259	-5.48351
35.05	34.0259	-5.48369
35.06	34.0258	-5.48386
35.07	34.0257	-5.48404
35.08	34.0257	-5.48422
35.09	34.0256	-5.4844
35.1	34.0256	-5.48458
35.11	34.0255	-5.48476
35.12	34.0254	-5.48494
35.13	34.0254	-5.48513
35.14	34.0253	-5.48531
35.15	34.0252	-5.48549
35.16	34.0252	-5.48567
35.17	34.0251	-5.48586
35.18	34.025	-5.48604
35.19	34.025	-5.48622
35.2	34.0249	-5.48641
35.21	34.0248	-5.48659
35.22	34.0248	-5.48677
35.23	34.0247	-5.48695
35.24	34.0246	-5.48714
35.25	34.0246	-5.48732
35.26	34.0245	-5.4875
35.27	34.0244	-5.48768
35.28	34.0244	-5.48786
35.29	34.0243	-5.48804
35.3	34.0242	-5.48822
35.31	34.0242	-5.4884
35.32	34.0241	-5.48858
35.33	34.024	-5.48875
35.34	34.024	-5.48893
35.35	34.0239	-5.4891
35.36	34.0239	-5.48928
35.37	34.0238	-5.48945
35.38	34.0237	-5.48962
35.39	34.0237	-5.48979
35.4	34.0236	-5.48996
35.41	34.0236	-5.49013
35.42	34.0235	-5.49029
35.43	34.0234	-5.49045
35.44	34.0234	-5.49062
35.45	34.0233	-5.49078
35.46	34.0233	-5.49094
35.47	34.0232	-5.49109
35.48	34.0232	-5.49125
35.49	34.0231	-5.4914
35.5	34.023	-5.49156
35.51	34.023	-5.49171
35.52	34.0229	-5.49185
35.53	34.0229	-5.492
35.54	34.0228	-5.49214
35.55	34.0228	-5.49228
35.56	34.0227	-5.49242
35.57	34.0227	-5.49256
35.58	34.0226	-5.49269
35.59	34.0226	-5.49283
35.6	34.0225	-5.49296
35.61	34.0225	-5.49308
35.62	34.0224	-5.49321
35.63	34.0224	-5.49333
35.64	34.0224	-5.49345
35.65	34.0223	-5.49357
35.66	34.0223	-5.49368
35.67	34.0222	-5.4938
35.68	34.0222	-5.49391
35.69	34.0222	-5.49401
35.7	34.0221	-5.49412
35.71	34.0221	-5.49422
35.72	34.022	-5.49432
35.73	34.022	-5.49441
35.74	34.022	-5.4945
35.75	34.0219	-5.49459
35.76	34.0219	-5.49468
35.77	34.0219	-5.49476
35.78	34.0219	-5.49484
35.79	34.0218	-5.49492
35.8	34.0218	-5.495
35.81	34.0218	-5.49507
35.82	34.0218	-5.49514
35.83	34.0217	-5.4952
35.84	34.0217	-5.49526
35.85	34.0217	-5.49532
35.86	34.0217	-5.49538
35.87	34.0216	-5.49543
35.88	34.0216	-5.49548
35.89	34.0216	-5.49553
35.9	34.0216	-5.49557
35.91	34.0216	-5.49561
35.92	34.0216	-5.49565
35.93	34.0216	-5.49568
35.94	34.0215	-5.49571
35.95	34.0215	-5.49574
35.96	34.0215	-5.49576
35.97	34.0215	-5.49578
35.98	34.0215	-5.4958
35.99	34.0215	-5.49582
36	34.0215	-5.49583
36.01	34.0215	-5.49583
36.02	34.0215	-5.49584
36.03	34.0215	-5.49584
36.04	34.0215	-5.49584
36.05	34.0215	-5.49583
36.06	34.0215	-5.49583
36.07	34.0215	-5.49581
36.08	34.0215	-5.4958
36.09	34.0215	-5.49578
36.1	34.0215	-5.49576
36.11	34.0215	-5.49574
36.12	34.0215	-5.49571
36.13	34.0216	-5.49568
36.14	34.0216	-5.49565
36.15	34.0216	-5.49561
36.16	34.0216	-5.49557
36.17	34.0216	-5.49553
36.18	34.0216	-5.49548
36.19	34.0216	-5.49544
36.2	34.0217	-5.49538
36.21	34.0217	-5.49533
36.22	34.0217	-5.49527
36.23	34.0217	-5.49521
36.24	34.0217	-5.49515
36.25	34.0218	-5.49509
36.26	34.0218	-5.49502
36.27	34.0218	-5.49495
36.28	34.0218	-5.49487
36.29	34.0219	-5.4948
36.3	34.0219	-5.49472
36.31	34.0219	-5.49464
36.32	34.022	-5.49455
36.33	34.022	-5.49447
36.34	34.022	-5.49438
36.35	34.0221	-5.49429
36.36	34.0221	-5.49419
36.37	34.0221	-5.4941
36.38	34.0222	-5.494
36.39	34.0222	-5.4939
36.4	34.0222	-5.49379
36.41	34.0223	-5.49369
36.42	34.0223	-5.49358
36.43	34.0224	-5.49347
36.44	34.0224	-5.49336
36.45	34.0224	-5.49324
36.46	34.0225	-5.49313
36.47	34.0225	-5.49301
36.48	34.0226	-5.49289
36.49	34.0226	-5.49277
36.5	34.0226	-5.49265
36.51	34.0227	-5.49252
36.52	34.0227	-5.4924
36.53	34.0228	-5.49227
36.54	34.0228	-5.49214
36.55	34.0229	-5.49201
36.56	34.0229	-5.49187
36.57	34.023	-5.49174
36.58	34.023	-5.4916
36.59	34.0231	-5.49147
36.6	34.0231	-5.49133
36.61	34.0232	-5.49119
36.62	34.0232	-5.49105
36.63	34.0233	-5.49091
36.64	34.0233	-5.49076
36.65	34.0234	-5.49062
36.66	34.0234	-5.49048
36.67	34.0235	-5.49033
36.68	34.0235	-5.49019
36.69	34.0236	-5.49004
36.7	34.0236	-5.48989
36.71	34.0237	-5.48974
36.72	34.0237	-5.48959
36.73	34.0238	-5.48944
36.74	34.0239	-5.48929
36.75	34.0239	-5.48914
36.76	34.024	-5.48899
36.77	34.024	-5.48884
36.78	34.0241	-5.48869
36.79	34.0241	-5.48854
36.8	34.0242	-5.48839
36.81	34.0242	-5.48823
36.82	34.0243	-5.48808
36.83	34.0243	-5.48793
36.84	34.0244	-5.48778
36.85	34.0245	-5.48763
36.86	34.0245	-5.48748
36.87	34.0246	-5.48733
36.88	34.0246	-5.48717
36.89	34.0247	-5.48702
36.9	34.0247	-5.48687
36.91	34.0248	-5.48672
36.92	34.0248	-5.48658
